"Section","Role","Channel","Title","Test Data","Preconditions","Steps","Expected Result","Platform","TestMethod","Type","P","References","Release version","QA Responsibility","TestRailID"
"Agentic > Base Skill > Assistants Integration > Permission","","","Verify user is blocked after permission is changed and session refreshed","User with Attribute A","Filter is changed to Attribute B only","1. User refreshes page 
2. Attempts to send message","User is blocked from using assistant or response messsage is you do not have permission","","Manual","Smoke Test","P2","","","","C1216429"
"Agentic > Base Skill > Assistants Integration > Permission","","","Verify newly allowed user can access assistant after permission change","User with Attribute B","Filter is set to Attribute B only","1. Login as user with Attribute B 
2. Open Agentic AI 
3. Send message","Assistant responds successfully","","Manual","Smoke Test","P2","","","","C1216430"
"Agentic > Base Skill > Assistants Integration > Permission","","","Verify error message clarity when permission is denied","User without access","User does not meet filter condition","1. Attempt to interact with assistant","Clear and understandable permission error message is shown or show common data not from internal library","","Manual","Smoke Test","P2","","","","C1216431"
"Agentic > Base Skill > Internal Library","","","Verify User Can enable internal library mode with tool selector","Data : Active User","User logged in","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button","Internal library mode is activated and shown as enabled","","Manual","Regression Test","P1","","","","C1544766"
"Agentic > Base Skill > Internal Library","","","Verify User Can receive internal data with company-related query","Data : Company internal content","User logged in.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Enter question about company policy, internal document, or internal data and press enter","System answers using relevant internal company information","","Manual","Smoke Test","P1","","","","C1544767"
"Agentic > Base Skill > Internal Library","","","Verify User Can receive general knowledge with general query","Data : General knowledge topic","User logged in.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Enter question about general public information (e.g., world facts) and press enter","System responds normally without using internal company data","","Manual","Smoke Test","P1","","","","C1544768"
"Agentic > Base Skill > Internal Library","","","Verify User Can not see restricted internal data without access","Data : Restricted company data","User logged in with partial library access.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Enter question about sensitive or restricted company information and press enter","System does not show restricted information and responds appropriately","","Manual","Regression Test","P1","","","","C1544769"
"Agentic > Base Skill > Internal Library","","","Verify User Can receive updated data with updated internal document","Data : Updated internal document","User logged in. Admin has access to update data.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Enter question about internal information and press enter
6. While conversation is active, admin updates related data
7. Ask follow-up question about the same topic","System responds correctly according to latest system design without error or conflict","","Manual","Regression Test","P2","","","","C1544770"
"Agentic > Base Skill > Internal Library","","","Verify User Can be blocked with removed access permission","Data : Permission revoked","User currently using internal library","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Enter question about internal data and press enter
6. Admin removes user's access permission
7. Send another message related to internal data","System blocks access and does not show internal information","","Manual","Regression Test","P1","","","","C1544771"
"Agentic > Base Skill > Internal Library","","","Verify User Can see no data message with no matching data","Data : No related internal content","User logged in.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Enter question about a topic not existing in internal data and press enter","System informs user that no related internal information was found","","Manual","Regression Test","P2","","","","C1544772"
"Agentic > Base Skill > Internal Library","","","Verify User Can use chat responsively with multiple rapid messages","Data : Multiple rapid messages","User logged in.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Send several messages quickly one after another
6. Verify responses","System responds to each message properly without duplication or crash","","Manual","Regression Test","P2","","","","C1544773"
"Agentic > Base Skill > Internal Library","","","Verify User Can receive internal data with library-related topic","Data : library-related topic","User logged in with specific library access.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Make sure internal library button is unselected/turned off
5. Enter question about library context and press enter","System access internal data and give the right answer with right data from specific library","","Manual","Smoke Test","P1","","","","C1544774"
"Agentic > Base Skill > Internal Library > Preview","","","Verify User Can see file preview overlay with JPG image","Data : Supported document (JPG image)","User logged in.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Enter a question that triggers a document reference and press enter
6. Click on the document link/preview button in the response
7. Verify the UI","System opens a file preview overlay displaying the document content correctly","","Manual","Smoke Test","P2","","","","C1544775"
"Agentic > Base Skill > Internal Library > Preview","","","Verify User Can see file preview overlay with PNG image","Data : Supported document (PNG image)","User logged in.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Enter a question that triggers a document reference and press enter
6. Click on the document link/preview button in the response
7. Verify the UI","System opens a file preview overlay displaying the document content correctly","","Manual","Smoke Test","P1","","","","C1544776"
"Agentic > Base Skill > Internal Library > Preview","","","Verify User Can see file preview overlay with PDF document","Data : Supported document (PDF document)","User logged in.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Enter a question that triggers a document reference and press enter
6. Click on the document link/preview button in the response
7. Verify the UI","System opens a file preview overlay displaying the document content correctly","","Manual","Smoke Test","P1","","","","C1544777"
"Agentic > Base Skill > Internal Library > Preview","","","Verify User Can see file preview overlay with DOCX document","Data : Supported document (DOCX document)","User logged in.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Enter a question that triggers a document reference and press enter
6. Click on the document link/preview button in the response
7. Verify the UI","System opens a file preview overlay displaying the document content correctly","","Manual","Smoke Test","P1","","","","C1544778"
"Agentic > Base Skill > Internal Library > Preview","","","Verify User Can see file preview overlay with XLSX document","Data : Supported document (XLSX document)","User logged in.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Enter a question that triggers a document reference and press enter
6. Click on the document link/preview button in the response
7. Verify the UI","System opens a file preview overlay displaying the document content correctly","","Manual","Smoke Test","P1","","","","C1544779"
